URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
"Pelatihan/Sosialisasi/Penyuluhan/Penyadaran tentang LH dan
Kehutanan **)";15000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Melestarikan Dan Mengembangkan Gotong Royong Masyarakat Desa
(BBGRM)";9300000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Pelatihan Kepemudaan Tingkat Desa;16000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pembinaan Karangtaruna/Klub Kepemudaan/Olahraga Tingkat Desa;10000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pelatihan Pembinaan Lembaga Kemasyarakatan;7000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembentukan dan Dukungan Fasilitasi Kader Pembangunan dan
Pemberdayaan Masyarakat";10000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Penguatan Ketahanan Pangan Tingkat Desa (Lumbung Desa dll);10000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pelatihan/Bimtek/Pengenalan Tekonologi Tepat Guna untuk
Pertanian/Peternakan";12500000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Irigasi Tersier;10000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;15672775;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Pemberdayaan Perempuan;7000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh Pemdes);5000000;2019;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;8000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;63646000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";10800000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Dukungan Penyelenggaran PAUD (APE, Sarana PAUD dst);7200000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana/Alat
Peraga";38401700;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Fasilitasi Pelayanan Pencegahan dan Penanggulangan Penyakit Menular
dan Endemik";10650000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Desa;30000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";448782000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
(Dipilih)";124505600;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";86751000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";54000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sistem Pembuangan Air Limbah
(Dipilih)";45000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pelatihan/Sosialisasi/Penyuluhan/Penyadaran tentang LH dan
Kehutanan (Dipilih)";21596700;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana dan Prasarana Pariwisata
Milik (Dipilih)";177578000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Penyediaan Pos Kesiapsiagaan Bencana Skala Lokal Desa;9300000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pelatihan/Penyuluhan/Sosialisasi kepada Masyarakat di Bidang Hukum dan
Pelindungan Sosial";7000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pengelolaan Sarana dan Prasarana Kebudayaan/Rumah
Adat/Keagamaan di Desa **";12850000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pembinaan Karangtaruna/Klub Kepemudaan/Olahraga Tingkat Desa;15000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
"Pembentukan dan Dukungan Fasilitasi (Operasional, Pelatihan, Insentif,)
Kader Pembangunan dan Pember";23000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Saluran Irigasi Tersier/Sederhana;15000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;16740000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Perlindungan Anak;6000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Kegiatan Penanggulanan Bencana;246676000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Penanganan Keadaan Mendesak;758700000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);20400000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana Posyandu/Polindes/PKD **;9000000;2020;SIMPUR;BELIK;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
NA;NA;2016;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan  Jalan Desa;1076102556;2017;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN SANITASI LINGKUNGAN;30000000;2018;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;969381000;2018;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN SARANA DAN PRASARANA OLAH RAGA;70000000;2018;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
PENGUATAN PERMODALAN BUM DESA;43500000;2018;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
FASILITASI KELOMPOK TANI;56000000;2018;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah NonFormal Milik Desa
(Honor, Pakaian dll)";18600000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Dukungan Penyelenggaran PAUD (APE, Sarana PAUD dst);15000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyuluhan dan Pelatihan Pendidikan Bagi Masyarakat;25000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana/Alat
Peraga";50000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Sarana Prasana Pendidikan PAUD/TK/TPA/TKA/TPQ/Madrasah
Non-Formal Bukan Milik Desa (dalam b";27500000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);18000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";6000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan Sehat;3000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Desa;615000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Lingkungan Pemukiman/Gang;715000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Usaha Tani;100000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";150000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";150000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";50000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Sumber Air Bersih Milik Desa **);250000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitas/Peningkatan Fasilitas Jamban Umum/MCK
umum, dll **)";180000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);27742000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana dan Prasarana Pariwisata
Milik **)";50000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Irigasi Tersier;200000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;20000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;10000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Perlindungan Anak;10000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Fasilitasi Upaya Perlindungan Perempuan dan Anak Terhadap Tindakan
Kekerasan";6000000;2019;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyusunan, Pendataan, dan Pemutakhiran Profil Desa (Dipilih);18690000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;39950000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";17100000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);46000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Desa Siaga Kesehatan;205000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";105444100;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";69587500;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";50000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);30000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pengadaan/Penyelenggaran Pos Keamanan Desa;2000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana dan Prasarana
Kepemudaan & Olahraga Milik Desa";50000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Pembinaan PKK;10125000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Kegiatan Penanggulanan Bencana;379177400;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
Penanganan Keadaan Mendesak;2214000000;2020;MENDELEM;BELIK;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;BELUK;BELIK;PEMALANG;JAWA TENGAH
NA;NA;2016;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan  Jalan Desa;25000000;2017;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Drainase atau Gorong-Gorong atau Plat Deker;1203153888;2017;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan  Jalan Desa;849348000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Jembatan Desa;40000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Drainase/Gorong-Gorong/Plat Deker;37350000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Lapangan Desa;431296200;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan Kios Desa;109000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan Tembok Penahan Tanah;28486800;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan Teknologi Tepat Guna;12000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Sumber Daya Aparatur Pemerintah Desa;17000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Kelembagaan Kader Pemberdayaan Masyarakat;5000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas  Kelompok Usaha Ekonomi Produktif;5000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pengembangan Sarana Prasarana Komunikasi dan Informatika;50000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pemasangan Jaringan Wi-Fi;31000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pengelolaan dan Pembinaan Anak Sekolah  Melalui Pemberian Makanan Tambahan Anak Sekolah (Pmtas);20000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Fasilitasi dan Stimulasi Pemugaran Rumah Tidak Layak Huni;66000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Program Kesehatan Desa;10000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyertaan Modal Bum Desa dan Bum Desa Bersama;65000000;2018;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;40000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";25000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);21000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";20000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Lingkungan Pemukiman/Gang;22000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);1094937600;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";15000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";412062400;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana Prasarana Olah Raga/
Gedung Serba Guna";120000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";100000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Sumber Air Bersih Milik Desa **);185000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);22000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembuatan dan Pengelolaan Jaringan/Instalasi Komunikasi dan Informasi
Lokal Desa";4500000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penguatan & Peningkatan Kapasitas Tenaga Keamanan/Ketertiban oleh
Pemdes";21000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaran Festival Kesenian, Adat/Kebudayaan, dan Kegamaan (HUT
RI, Raya Keagamaan dll)";21023000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Produksi Peternakan  (alat produksi/pengelolaan/kandang);25000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pelatihan/Bimtek/Pengenalan Tekonologi Tepat Guna untuk
Pertanian/Peternakan";26000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Kepala Desa;5000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;18000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Pemberdayaan Perempuan;20000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Perlindungan Anak;10000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan Pengelolaan BUM Desa (Pelatihan yg dilaksanakan oleh Pemdes);7500000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan Kantor BUM Desa/Sarana Prasarana BUM Desa  (menjadi
aset desa)**";70000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembentukan/Fasilitasi/Pelatihan/Pendampingan kelompok usaha ekonomi
produktif";12000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Kegiatan Penanggulanan Bencana;7000000;2019;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyusunan, Pendataan, dan Pemutakhiran Profil Desa (Dipilih);8640000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaraan Musyawarah Perencanaan Desa/Pembahasan APBDes
(Reguler)";11400000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaraan Musyawaran Desa Lainnya (Musdus, rembug desa Non
Reguler)";8000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";12000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Dukungan Penyelenggaran PAUD (APE, Sarana PAUD dst);8000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);7040000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";7500000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";50000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pemeliharaan Jalan Desa;136772400;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
(Dipilih)";80250000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";358201000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";99000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sumber Air Bersih Milik Desa
(Dipilih)";70000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Taman/Taman Bermain Anak Milik
Desa (dipilih)";15000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);31375000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
"Pembuatan dan Pengelolaan Jaringan/Instalasi Komunikasi dan Informasi
Lokal Desa";19900000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Persiapan Kesiapsiagaan/Tanggap Bencana Skala Lokal Desa;2000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pembinaan Karangtaruna/Klub Kepemudaan/Olahraga Tingkat Desa;7500000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Pemberdayaan Perempuan;14000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan dan Penyuluhan Perlindungan Anak;14000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penanganan Keadaan Mendesak;1335600000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Desa Siaga Kesehatan;1200000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penguatan dan Peningkatan Kapasitas Tenaga Keamanan/Ketertiban oleh Pemerintah Desa (Satlinmas desa);9500000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Pelatihan/Penyuluhan/Sosialisasi kepada Masyarakat di Bidang Hukum dan Pelindungan Masyarakat;10000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penanggulangan Bencana keadaan darurat dan mendesak ( Penanganan Coid 19 );255953600;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
Penyertaan Modal Desa;15000000;2020;BELUK;BELIK;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
NA;NA;2016;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan  Jalan Desa;925326213;2017;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Drainase/Gorong-Gorong/Plat Deker;55225787;2017;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Sumber Daya Aparatur Pemerintah Desa;10000000;2017;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pengembangan Sarana Prasarana Komunikasi dan Informatika;10000000;2017;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembentukan dan Pengelolaan Bum Desa;10000000;2017;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;1368419000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
PELATIHAN USAHA EKONOMI;5000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pengembangan sarana prasarana komunikasi dan informasi desa;50000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembinaan dan Pengelolaan Pendidikan Anak Usia Dini;42000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan dan Pengelolaan Air Bersih Bersekala Desa;26250000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Fasilitasi dan Stimulasi Pemugaran Rumah Tidak Layak Huni;104500000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Penguatan Permodalan Bum Desa dan Bum Desa Bersama;65000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pemberian Santunan Sosial Kepada Yatim/Yatim-Piatu;20000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Sumber Daya Aparatur Pemerintah Desa;5000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Kader Pemberdayaan Masyarakat Desa;5000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan Sehat;10000000;2018;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Penyediaan Isentip / Honorarium Pembantu  Tugas Umum Desa;12000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;28000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Penyuluhan dan Pelatihan Pendidikan Bagi Masyarakat;10000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Sarana Prasana Pendidikan PAUD/TK/TPA/TKA/TPQ/Madrasah
Non-Formal Bukan Milik Desa (dalam b";15000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";5000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);30000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";10000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan Sehat;10000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);607819000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";190640000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Usaha Tani **);80522000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
**)";98008000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";20000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";270206000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak Layak
Huni GAKIN";50000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Sumber Air Bersih Milik Desa **);300000000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Fasilitas Pengelolaan Sampah **);36561000;2019;BULAKAN;BELIK;PEMALANG;JAWA TENGAH
